file_name,n_neurons,experiment_name,time_windows,frequency,date,subject,region,species,experiment_type,investigator
MM_20220228_secondsite.pickle,140,2nd site 2 Hz_2022-02-28_17-48-17,"[[134.90673333333334, 223.40586666666667]]",2,"['20220228', 'secondsite']",V649♀,NCM,zebra finch,mag,DJP
MM_20220228_secondsite.pickle,140,2nd site 5 Hz_2022-02-28_17-50-52,"[[278.9171666666667, 343.91706666666664]]",5,"['20220228', 'secondsite']",V649♀,NCM,zebra finch,mag,DJP
MM_20220228_secondsite.pickle,140,2nd site 10 Hz_2022-02-28_17-53-18,"[[381.383, 414.38196666666664]]",10,"['20220228', 'secondsite']",V649♀,NCM,zebra finch,mag,DJP
MM_20220228_secondsite.pickle,140,2nd site 1 Hz_2022-02-28_17-54-46,"[[446.5148, 524.5150333333333]]",1,"['20220228', 'secondsite']",V649♀,NCM,zebra finch,mag,DJP
MM_20220228_firstsite.pickle,67,5Hz_2022-02-28_16-06-03,"[[117.2376, 170.8399]]",5,['20220228'],V649♀,NCM,zebra finch,mag,DJP
MM_20220228_firstsite.pickle,67,10 Hz_2022-02-28_16-21-40,"[[209.7203, 274.2230333333333]]",10,['20220228'],V649♀,NCM,zebra finch,mag,DJP
MM_20220228_firstsite.pickle,67,2 Hz_2022-02-28_16-25-47,"[[328.8917, 394.3933666666667]]",2,['20220228'],V649♀,NCM,zebra finch,mag,DJP
MM_20230415.pickle,494,2023-04-15_15-56-12_W1R_mag2,"[[38.15496666666667, 89.65633333333334]]",2,['20230415'],W1R (Roca),Centromedial part of craniotomy,Pigeon,mag,DJP
MM_20230415.pickle,494,2023-04-15_16-06-20_W1R_mag2_inclined,"[[486.8865333333333, 547.8882666666667]]",2,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,mag,DJP
MM_20230415.pickle,494,2023-04-15_15-57-55_W1R_mag3,"[[120.7887, 180.79046666666667]]",3,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,mag,DJP
MM_20230415.pickle,494,2023-04-15_16-03-43_W1R_mag3_inclined,"[[393.8961, 453.2308]]",3,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,mag,DJP
MM_20230415.pickle,494,2023-04-15_15-59-40_W1R_mag8,"[[211.43563333333333, 271.18533333333335]]",8,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,mag,DJP
MM_20230415.pickle,494,2023-04-15_16-01-59_W1R_mag8_inclined,"[[301.9055666666667, 362.7804]]",8,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,mag,DJP
MM_20230415.pickle,494,2023-04-15_16-37-23_W1R_3D_WN_Samechan,"[[2267.428430573885, 2567.428430573885]]",0.8,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-08-19_W1R_visual_3Hz0,"[[579.5368679597414, 641.5365996533333]]",3,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-08-19_W1R_visual_3Hz45,"[[646.8868436646004, 713.2367727121242]]",3,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-08-19_W1R_visual_3Hz270,"[[718.5530207425182, 784.9039664867026]]",3,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-08-19_W1R_visual_3Hz90,"[[790.2366332133813, 856.5701325534892]]",3,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-08-19_W1R_visual_3Hz225,"[[861.9043757381856, 928.2541414434227]]",3,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-08-19_W1R_visual_3Hz180,"[[933.5865459108179, 999.9044144504433]]",3,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-08-19_W1R_visual_3Hz135,"[[1005.2376632740119, 1071.5877347261096]]",3,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-08-19_W1R_visual_3Hz315,"[[1076.9038070185964, 1143.2547642471507]]",3,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-19-13_W1R_visual_2Hz45,"[[1215.2744792374858, 1310.7587008]]",2,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-19-13_W1R_visual_2Hz0,"[[1316.2589242618144, 1415.7593333333334]]",2,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-19-13_W1R_visual_2Hz315,"[[1421.276487578302, 1520.7920337333335]]",2,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-19-13_W1R_visual_2Hz225,"[[1526.309257921749, 1625.8097003266014]]",2,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-19-13_W1R_visual_2Hz180,"[[1631.3269577351198, 1730.8274668066388]]",2,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-19-13_W1R_visual_2Hz90,"[[1736.343617136573, 1835.8432332133332]]",2,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-19-13_W1R_visual_2Hz135,"[[1841.3774913950542, 1940.8780670665865]]",2,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230415.pickle,494,2023-04-15_16-19-13_W1R_visual_2Hz270,"[[1946.3942911617676, 2045.8938668266667]]",2,['20230415'],W1R (Roca),"Approximately Septal HP, posterocentralsection of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_14-28-40_W25R_mag2,"[[99.36566666666667, 150.8645]]",2,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,mag,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_14-47-16_W25R_mag2_inclined_lightson,"[[983.8922, 1122.8947666666666]]",2,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,mag,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_14-50-42_W25R_mag2_lightson,"[[1155.1937, 1256.6970666666666]]",2,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,mag,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_14-30-22_W25R_mag3,"[[184.59486666666666, 243.26333333333332]]",3,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,mag,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_14-44-59_W25R_mag3_inclined_lightson,"[[859.91, 952.5771]]",3,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,mag,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_14-53-11_W25R_mag3_lightson,"[[1300.8647666666666, 1412.5336666666667]]",3,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,mag,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_14-32-14_W25R_mag5,"[[281.57683333333335, 336.77813333333336]]",5,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,mag,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_14-42-29_W25R_mag5_inclined_lightson,"[[762.2201666666666, 828.219]]",5,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,mag,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_14-34-11_W25R_mag8,"[[379.89146666666664, 427.6435]]",8,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,mag,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_14-37-41_W25R_mag8_inclined_lightson,"[[637.0811333333334, 697.9557333333333]]",8,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,mag,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_14-56-27_W25R_WN_IndepCh,"[[1423.3283438712256, 1723.3283438712256]]",0.8,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-01-52_W25R_WN_SameCh,"[[1748.4448406118775, 2048.4448406118777]]",0.8,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-20-44_W25R_visual_2Hz45,"[[2854.2977352, 2944.681653022729]]",2,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-20-44_W25R_visual_2Hz0,"[[2950.197904146667, 3049.4982435046327]]",2,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-20-44_W25R_visual_2Hz315,"[[3055.048502452843, 3154.548862295082]]",2,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-20-44_W25R_visual_2Hz225,"[[3160.0651637733336, 3259.5825436912614]]",2,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-20-44_W25R_visual_2Hz180,"[[3265.1827733653267, 3364.6831824368455]]",2,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-20-44_W25R_visual_2Hz90,"[[3370.199439798707, 3469.68388146]]",2,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-20-44_W25R_visual_2Hz135,"[[3475.216969718779, 3574.7336160967807]]",2,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-20-44_W25R_visual_2Hz270,"[[3580.2338727121246, 3679.7504136]]",2,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-10-38_W25R_visual_3Hz0,"[[2242.613953875891, 2301.9475222422184]]",3,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-10-38_W25R_visual_3Hz45,"[[2307.280771065787, 2373.630666779977]]",3,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-10-38_W25R_visual_3Hz270,"[[2378.9638848030395, 2445.2977771912288]]",3,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-10-38_W25R_visual_3Hz90,"[[2450.6480268079717, 2516.9809043391324]]",3,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-10-38_W25R_visual_3Hz225,"[[2522.2811356795305, 2588.632031440379]]",3,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-10-38_W25R_visual_3Hz180,"[[2594.148288802239, 2660.465175884823]]",3,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-10-38_W25R_visual_3Hz135,"[[2666.1314140038658, 2732.4653219756046]]",3,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230414_firstsite.pickle,797,2023-04-14_15-10-38_W25R_visual_3Hz315,"[[2737.899562507498, 2804.215489922016]]",3,"['20230414', 'firstsite']",W25R (Rocco),"HP, posteromedial part of craniotomy",Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-04-34_W25R_second_site_mag2_inclined,"[[31.3465, 89.84713333333333]]",2,['20230413'],W25R (Rocco),centromedial part of craniotomy,Pigeon,mag,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-18-59_W25R_second_site_mag2,"[[726.5879, 825.5915]]",2,['20230413'],W25R (Rocco),centromedial part of craniotomy,Pigeon,mag,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-06-27_W25R_second_site_mag3_inclined,"[[121.76273333333333, 180.76536666666667]]",3,['20230413'],W25R (Rocco),centromedial part of craniotomy,Pigeon,mag,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-17-14_W25R_second_site_mag3,"[[638.1153666666667, 696.118]]",3,['20230413'],W25R (Rocco),centromedial part of craniotomy,Pigeon,mag,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-10-21_W25R_second_site_mag8_inclined,"[[315.47523333333334, 394.1028]]",8,['20230413'],W25R (Rocco),centromedial part of craniotomy,Pigeon,mag,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-13-18_W25R_second_site_mag8,"[[455.4279666666667, 517.3047666666666]]",8,['20230413'],W25R (Rocco),centromedial part of craniotomy,Pigeon,mag,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-15-32_W25R_second_site_mag5,"[[554.4058666666666, 605.2081333333333]]",5,['20230413'],W25R (Rocco),centromedial part of craniotomy,Pigeon,mag,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-21-57_W25R_second_site_WN_SamCh,"[[844.116630787176, 1144.1166307871758]]",0.8,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-42-25_W25R_second_site_WN_IndepChan,"[[1972.7326407718456, 2272.7326407718456]]",0.8,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-31-40_W25R_second_site_visual_movinggratings3Hz0,"[[1351.4530629807373, 1411.7859112444178]]",3,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-31-40_W25R_second_site_visual_movinggratings3Hz45,"[[1417.1201601146438, 1483.4362209091514]]",3,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-31-40_W25R_second_site_visual_movinggratings3Hz270,"[[1488.7694844564421, 1555.103588229021]]",3,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-31-40_W25R_second_site_visual_movinggratings3Hz90,"[[1560.4200771824603, 1626.7539410317938]]",3,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-31-40_W25R_second_site_visual_movinggratings3Hz225,"[[1632.0871898553623, 1698.4042840298607]]",3,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-31-40_W25R_second_site_visual_movinggratings3Hz180,"[[1703.7535479237488, 1770.0876516430048]]",3,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-31-40_W25R_second_site_visual_movinggratings3Hz135,"[[1775.386909091515, 1841.7379715190295]]",3,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-31-40_W25R_second_site_visual_movinggratings3Hz315,"[[1847.0711302539494, 1913.4042936346063]]",3,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-48-00_W25R_second_site_movinggratings_2Hz45,"[[2299.4976537959074, 2392.998916303406]]",2,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-48-00_W25R_second_site_movinggratings_2Hz0,"[[2398.5321410702386, 2498.0147184933335]]",2,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-48-00_W25R_second_site_movinggratings_2Hz315,"[[2503.5489419716055, 2603.032482503499]]",2,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-48-00_W25R_second_site_movinggratings_2Hz225,"[[2608.5497065786844, 2708.066216396721]]",2,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-48-00_W25R_second_site_movinggratings_2Hz180,"[[2713.565439678731, 2813.082916163434]]",2,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-48-00_W25R_second_site_movinggratings_2Hz90,"[[2818.600172585483, 2918.083581850297]]",2,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-48-00_W25R_second_site_movinggratings_2Hz135,"[[2923.6168390533335, 3023.1012509866664]]",2,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_secondsite.pickle,592,2023-04-13_17-48-00_W25R_second_site_movinggratings_2Hz270,"[[3028.616505692195, 3128.1169480503895]]",2,"['20230413', 'secondsite']",W25R (Rocco),centromedial part of craniotomy,Pigeon,positive control,DJP
MM_20230413_firstsite.pickle,814,2023-04-13_15-08-42_W25R_Mag2,"[[31.57046666666667, 94.069]]",2,"['20230413', 'firstsite']",W25R (Rocco),centrolateral part of craniotomy,Pigeon,mag,DJP
MM_20230413_firstsite.pickle,814,2023-04-13_15-19-07_W25R_Mag2_inclined,"[[3081.7401333333332, 3139.7399333333333]]",2,"['20230413', 'firstsite']",W25R (Rocco),centrolateral part of craniotomy,Pigeon,mag,DJP
MM_20230413_firstsite.pickle,814,2023-04-13_15-11-11_W25R_Mag3,"[[3371.670633333333, 3434.670633333333]]",3,"['20230413', 'firstsite']",W25R (Rocco),centrolateral part of craniotomy,Pigeon,mag,DJP
MM_20230413_firstsite.pickle,814,2023-04-13_15-22-55_W25R_Mag3_inclined,"[[2896.7201333333333, 2958.7229333333335]]",3,"['20230413', 'firstsite']",W25R (Rocco),centrolateral part of craniotomy,Pigeon,mag,DJP
MM_20230413_firstsite.pickle,814,2023-04-13_15-25-47_W25R_Mag3_inclined_repositioned,"[[2807.6857, 2865.3553]]",3,"['20230413', 'firstsite']",W25R (Rocco),centrolateral part of craniotomy,Pigeon,mag,DJP
MM_20230413_firstsite.pickle,814,2023-04-13_15-13-11_W25R_Mag8,"[[3276.527666666667, 3341.0297333333333]]",8,"['20230413', 'firstsite']",W25R (Rocco),centrolateral part of craniotomy,Pigeon,mag,DJP
